name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence
rs0781,0.02,0.509682,0.03,0.01,0.06,0.06,12.12,0.11,12.34,17.94,0.04,0.7436291,0.03,0.17,0.05,0.15,183.68931,0.08,0.15,13.38,13.36,15.37,13.78,14.79,0.772009,1.99657,-0.12,12.5,14.45,0.29,0.27,33.26,0.14,0.09,3.20499,4.04369,1.98042,1.71809,9.89,-99,6044.16,-99,0.04,-19.99,2.83527,14.26,0.28,0.04,0.09,6082.6,0.03,0.14,0.02,12.61,16.57,1,1.23765E+18,0.446486,59.0311,3.23271E+17,0.4524,0.37377,0.67029,0.16651,0,1,38.9384,645.18,5.88849E+17,0.298552,8.10068E+16,0.6899,3.23271E+17,0.456,1.23765E+18,0,10.01,0,0.64883112,8.43588543,9.59568,0.97196629,9.71,1.15356,1.13925,ECO03456,1.17531,8,L,2815470000,0.0629607,0,0,0,0.00433475,6.09071,0.0097,4.72363,0,0,0,ALFALFA,196014000,0,307.601,0.205339,2,0,-21.122,0,0,11.9679,0,11.9229,1.19473,0,3,10.6745,3332,10.4995,0,0,0,0.1246,0.121111,9.89,0,1,0,0,0,0,0,1.70421,1.61687,2.74475,2.4858,-20.2289,3.52634,0.376507,1.41705,0.576326,18.3747,0.2374,0.0465,0,10.065,183.656,0.786131,11.93,11.74,3341,11.94,1,11.65,12.06,21328,0,11.94,1,2.26,1,11190,11.98,11.65,0,-10998,0.169195484,-10998
rs0782,0.01,0.207382,0.02,0.01,0.25,0.05,15.07,0.09,-99,18.74,0.03,1.2864481,0.04,0.17,0.18,0.12,183.89462,0.06,-99,15.55,2.01,17.3,16.17,17.03,0.34247,1.44268,0.13,14.78,16.92,0.92,0.21,5.72,0.17,0.02,2.22768,3.02196,1.12747,0.992386,8.43,-99,6151.08,-99,0.02,-17.75,2.23696,16.74,0.21,0.03,0.03,6168.2,0.14,0.28,0.02,15.06,18.1,1,1.23765E+18,0.4065,3.5171,5.83255E+17,0.6492,0.60942,0.74794,0.47256,0,1,2.6351,4.9659,5.87726E+17,0.913532,1.46029E+17,0.9364,5.83255E+17,0.458,1.23765E+18,0,8.55,0,0.33397671,8.72358704,8.99721,0.35560482,8.37,-99,-99,ECO10210,1.19227,-2,E,709706000,0.220797,0,0,164.611,0.01171,25.8495,0.0107,5.86429,0,0,0,GBT,57385800,0,120.418,-0.0595913,1,0,-17.7127,0,0,10.9159,1,10.9639,1.40516,0,1,9.0955,7848,8.4255,0,0,0,3.4222,3.4222,8.43,0,?,0,0,0,0,0,1.07393,0.768188,1.71606,1.77165,-18.1003,2.41378,0.0730495,0.715174,0.126064,19.1235,0.1835,0.0868,0,9.095,183.895,1.2864,10.95,10.85,7857,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,1.073306506,0
rs0783,0.01,0.57618,0.02,0.01,0.05,0.05,11.19,0.09,10.99,17.04,0.04,0.40078258,0.04,0.02,0.02,0.13,183.96861,0.07,0.16,11.99,13.81,14.33,12.5,13.7,0.869507,2.13647,-0.19,11.29,13.36,0.56,0.23,35.62,0.21,0.02,3.41024,4.28624,2.14328,1.84995,10.45,-99,6176.14,-99,0.02,-21.1,3.01247,13.13,0.23,0.03,0.05,6189.9,0.02,0.08,0.02,11.41,15.71,1,1.23765E+18,0.954587,105.071,3.24365E+17,0.6192,0.85154,0.95495,0.68211,0,1,126.159,126.159,5.88849E+17,0.560813,8.12881E+16,0.1366,3.24365E+17,0.6122,1.23765E+18,0,10.55,0,1.5775855,8.98295307,10.0426,2.0458623,10.35,1.10168,1.11819,ECO03467,1.08721,5,L,7879720000,0.0462148,0,0,0,0.0455188,8.4514,0.0153,8.77145,0,0,0,ALFALFA,221444000,0,345.243,0.0370393,1,0,-21.0793,0,0,11.8459,1,11.8999,1.0904,0,1,10.5445,3339,10.3875,0,0,0,0.0660302,0.0653338,10.45,1,?,0,1,0,0,100000,1.85148,1.75366,2.93514,2.67868,-21.3329,3.76235,0.436838,1.5205,0.669994,17.5125,0.1994,0.0395,0,10.595,183.969,0.4003,11.91,11.74,3348,11.68,1,11.64,11.92,21335,2.23,11.57,1,2.68,1,11198,11.85,11.64,0,0,1.01778387,0
rs0784,0.01,0.702927,0.02,0.01,0.09,0.04,10.72,0.08,10.75,18.22,0.03,3.3059554,0.05,0.13,0.04,0.11,183.99053,0.06,0.09,11.73,7.54,14.4,12.3,13.63,1.05244,2.48926,-0.06,11.05,13.23,0.56,0.19,24.64,0.02,0.02,4.04468,5.00113,2.60786,2.25835,10.49,-99,5666.88,-99,0.02,-20.97,3.44571,12.94,0.2,0.03,0.12,5667.6,0.03,0.04,0.02,11.12,16.05,1,1.23765E+18,0.933143,124.447,5.83358E+17,0.6051,0.8109,1.6746,0.36973,0,1,171.957,635.412,5.87726E+17,0.536654,1.46029E+17,0.0244,5.83358E+17,0.5902,1.23765E+18,0,10.59,0,0.81310486,9.81587505,8.98292,1.0449239,10.25,1.11378,1.22335,ECO03469,1.10515,-1,E,686743000,0,0,0,0,0.0136067,0,0.0079,0,0,1,0,ALFALFA,0,0,0,0,1,0,-20.9663,0,0,11.9879,1,11.8509,1.14285,0,1,10.5355,3341,10.5225,0,0,0,0.17909,1.32518,10.29,1,0,1,0,10000,0,0,1.96279,2.00425,3.24661,2.80447,-21.4585,4.08828,0.484234,1.76805,0.720428,0,0.171,0,0,10.515,183.99,3.3061,11.85,12.36,3350,11.02,1,10.85,11.91,21337,2.81,11.02,0,2.5,1,11200,12,10.85,0,-10998,0.708797318,-10998
rs0785,0.01,0.268101,0.02,0.01,0.38,0.05,15.54,0.09,-99,18.96,0.04,2.0397148,0.05,1.4,0.31,0.12,183.99408,0.07,-99,15.8,6,17.17,16.41,16.83,0.416464,1.46035,-0.02,-99,16.56,0.87,0.22,17.72,-99,0.03,2.4932,3.23606,1.44931,1.30095,8.69,-99,6285.64,-99,0.08,-18,2.20322,16.49,0.22,0.03,0.12,6293.5,0.08,0.27,0.03,15.78,18.34,1,1.23765E+18,0.245725,12.7941,5.83264E+17,0.7167,0.96139,1.005,0.72524,0,1,11.9394,17.1653,5.87726E+17,0.877393,-999,0.6757,5.83264E+17,0.3108,1.23765E+18,0,8.87,0,0.12592778,8.04414463,9.2571,0.14603683,8.57,-99,1.04545,ECO00786,1.11015,11,L,1291150000,0.0972378,0,0,99.1018,0.0174269,4.88485,0.0023,7.57526,0,0,0,GBT,123992000,0,83.0303,-0.216253,1,0,-17.9429,0,0,10.9919,1,11.0089,1.24555,0,1,9.3635,1308,8.6945,0,0,0,0.789421,0.794699,8.69,0,?,0,0,0,0,0,1.33176,1.31896,2.31216,2.04329,-18.133,3.02369,0.218754,1.19915,0.338558,0,0.1922,0,0,9.355,183.994,2.0395,10.99,11.04,1317,10.95,0,0,11.04,26399,5.92,10.95,0,0,1,0,0,0,0,1,1.21611484,2
rs0786,0.01,0.29084,0.02,0.01,0.34,0.04,14.78,0.07,-99,19.31,0.03,3.5215446,0.05,0.71,0.44,0.1,184.13913,0.05,-99,15.44,8.26,17.56,16.38,17.18,0.469145,1.64437,0.01,-99,16.98,0.27,0.18,24.32,-99,0.04,2.60972,3.44638,1.4345,1.25619,8.45,-99,5677.08,-99,0.09,-17.42,2.48103,16.89,0.18,0.02,0.08,5668.8,0.06,0.29,0.03,15.39,18.38,1,1.23765E+18,0.310162,14.1256,5.83319E+17,0.2446,1.1615,1.3055,0.36981,0,1,8.3138,19.3547,5.87726E+17,0.274518,1.46029E+17,0.183,5.83319E+17,0.3588,1.23765E+18,0,8.63,0,0.13682608,7.61660767,9.4531,0.15322981,8.35,-99,1.01953,ECO00787,1.21749,-999,L,2027540000,0.118318,0,0,0,0.0513638,8.04098,0.0122,4.01491,0,0,0,ALFALFA,154774000,0,198.96,0.143546,1,0,-17.3479,0,0,10.9159,1,10.9019,1.50798,0,1,9.4875,1309,8.4125,0,0,0,1.40255,1.4021,8.45,0,1,0,0,0,0,0,1.30546,1.09282,2.13209,2.05724,-17.7088,2.88387,0.163116,0.989746,0.26619,0,0.1565,0,0,9.485,184.139,3.5215,10.89,10.77,1318,11.94,0,0,11.12,20124,3.01,11.94,0,0,1,0,0,0,0,0,0.708797318,0
rs0787,0.01,0.104645,0.02,0.01,0.49,0.05,16.89,0.09,-99,20.09,0.03,1.4050374,0.06,0.84,0.78,0.12,184.17723,0.06,-99,-99,5.98,18.37,17.32,18.02,0.16123,1.1125,-0.1,-99,17.81,0.5,0.21,14.46,-99,0.05,2.03368,2.7595,1.08242,1.02583,7.85,-99,6372.4,-99,0.1,-16.84,1.83831,18.41,0.22,0.03,0.65,6372.4,0.24,-99,0.06,16.33,18.93,0,1.23765E+18,-999,-999,-999,-999,0.48821,1.0494,0.45087,0,1,-999,-999,5.87726E+17,0.543962,-999,-999,-999,-999,1.23765E+18,0,7.89,0,0.038687374,7.02638245,8.94115,0.088084343,7.81,-99,-99,ECO13711,-99,-999,L,896616000,0.296365,0,0,0,0.0260603,7.91805,-99,3.08217,0,0,0,ALFALFA,200659000,0,82.9736,-0.505977,1,0,-16.8357,0,0,10.8041,1,10.7032,1,0,1,8.855,9557,7.85,0,0,0,9.17983,9.47511,7.85,0,1,0,0,0,0,0,1.10958,1.07964,2.02968,1.8346,-16.5675,2.75471,0.103603,1.02371,0.159538,20.2153,0.1895,0.5663,0,8.975,184.177,1.4051,0,0,9861,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.248381618,-10998
rs0788,0.01,0.294167,0.02,0.01,0.03,0.04,13.24,0.08,13.12,17.7,0.03,2.5797345,0.02,0.09,0.08,0.11,184.3388,0.06,0.18,13.95,10.2,15.89,14.56,15.53,0.472904,1.63728,-0.04,13.55,15.34,0.25,0.19,21.48,0.07,0.02,2.6102,3.43884,1.44583,1.26709,9.23,-99,6455.53,-99,0.02,-19.34,2.46592,15.16,0.19,0.02,0.03,6432.5,0.03,0.16,0.02,13.62,16.81,1,1.23765E+18,0.157307,21.2863,5.83368E+17,0.2773,0.90361,0.91828,0.88853,0,1,5.2944,27.1264,5.87726E+17,0.270792,1.46029E+17,0.1975,5.83368E+17,0.89,1.23765E+18,0,9.39,0,0.84922282,7.80096436,9.73341,0.84922282,9.11,1.04053,1.05235,ECO05940,1.06137,5,L,3866140000,0.0659538,0,0,0,0.0475401,5.01719,0.0141,5.79679,0,0,0,ALFALFA,179357000,0,216.125,0.0937824,1,0,-19.3405,0,0,11.1929,1,11.2999,1.15332,0,1,9.8445,5061,9.2105,0,0,0,1.53469,1.53465,9.23,0,1,0,0,0,0,0,1.28043,1.08546,2.10705,2.01952,-19.6844,2.84615,0.1593,0.985926,0.258839,0,0.1671,0,0,9.845,184.339,2.5796,11.29,11.41,5070,11.25,1,10.87,11.33,23128,5.72,11.25,0,2.91,1,12913,11.21,10.87,0,-10998,2.247633265,-10998
rs0789,0.01,0.261768,0.02,0.01,0.37,0.04,15.5,0.08,-99,19.1,0.03,1.1986131,0.98,0.52,0.8,0.11,184.37224,0.06,-99,14.97,9.47,17.34,16.71,16.96,0.412119,1.49183,-0.08,14.3,16.79,0.83,0.19,19.15,0.38,0.03,2.47538,3.2432,1.39567,1.24532,8.55,-99,5953.09,-99,0.07,-17.75,2.25965,16.59,0.19,0.02,0.07,5953.1,0.09,0.58,0.04,15.43,18.24,1,1.23765E+18,0.415172,17.1906,3.2435E+17,0.6658,0.72185,0.78175,0.4212,0,1,13.3158,26.6991,5.88849E+17,0.731298,8.12881E+16,0.5252,3.2435E+17,0.4146,1.23765E+18,0,8.73,0,0.13188702,7.20947456,9.22959,0.16002818,8.43,-99,1.06976,ECO10209,1.16312,10.5,L,1211880000,0.143491,0,0,0,0.0276415,5.12793,0.0413,4.27391,0,0,0,ALFALFA,119481000,0,111.131,-0.0866467,1,0,-17.7102,0,0,10.9649,1,10.9639,1.33624,0,1,9.3255,7847,8.6225,0,0,0,1.03848,1.03629,8.55,0,?,0,0,0,0,0,1.29435,1.19596,2.19714,2.01334,-17.9009,2.91613,0.186701,1.08949,0.293163,19.3409,0.1676,0.1409,0,9.305,184.372,1.199,10.95,11.02,7856,11.58,0,0,11.01,26401,3.09,11.58,0,0,1,0,0,0,1,2,1.304042958,2
rs0790,0.01,0.17226,0.02,0.01,0.34,0.04,16.13,0.07,-99,19.44,0.03,4.7830806,0.05,0.51,1.3,0.1,184.44625,0.05,-99,-99,4.19,17.85,16.73,17.55,0.273472,1.27984,-0.03,-99,17.42,0.61,0.18,9.66,-99,0.03,2.22137,2.96253,1.215,1.11379,8.27,-99,6888.43,-99,0.02,-17.47,2.021,17.45,0.18,0.02,0.09,6893.7,0.07,-99,0.03,15.95,18.76,1,1.23766E+18,0.530082,9.9881,9.49154E+17,0.449,2.3866,2.4583,1.1871,0,1,6.0942,20.6784,5.88011E+17,0.615634,2.37508E+17,0.1438,9.49154E+17,0.8068,1.23766E+18,0,8.41,0,0.096337583,7.64120293,9.09681,0.11652968,8.21,-99,-99,ECO00028,1.3811,9,L,892658000,0.264685,0,0,0,0.01203,10.9934,0.013,3.51496,0,0,0,ALFALFA,137332000,0,130.982,0.332167,1,0,-17.4504,0,0,10.9009,1,10.9159,1.77792,0,1,9.1425,581,8.2445,0,0,0,3.00852,3.00953,8.27,1,?,0,1,0,0,1000000,1.17928,1.11788,2.08257,1.89392,-17.5222,2.79722,0.135796,1.03909,0.214581,19.7838,0.1588,1.5933,0,9.145,184.446,4.7829,10.9,10.82,590,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.730179052,-10998
rs0791,0.01,0.363565,0.02,0.01,-99,0.05,15.4,0.08,-99,20.1,0.03,0.55200971,0.03,0.51,0.47,0.11,184.56947,0.06,-99,-99,2.13,18.22,16.69,17.8,0.585684,1.84818,-0.06,-99,17.56,0.73,0.2,4.88,-99,0.04,2.85752,3.74788,1.59503,1.37291,8.39,-99,6191,-99,0.03,-16.99,2.73854,17.36,0.2,0.03,0.05,6191,0.14,-99,0.03,-99,19.26,0,1.23765E+18,-999,-999,-999,-999,0.45873,0.83658,0.41204,0,1,-999,-999,5.87723E+17,0.722756,-999,-999,-999,-999,1.23765E+18,0,8.61,0,0.12569791,8.43665695,8.43669,0.14409277,8.27,-99,-99,ECO01172,-99,-3,E,616973000,0,0,0,0,0.0067702,0,0.0068,0,0,1,0,ALFALFA,0,0,0,0,1,0,-16.9937,0,0,10.9152,1,10.7641,1,0,1,8.725,9558,8.39,0,0,0,1.18526,1.17886,8.39,0,0,0,0,0,0,0,1.32104,1.05449,2.10752,2.08106,-17.5025,2.86755,0.162548,0.949036,0.267998,20.4781,0.1751,0.2448,0,8.715,184.57,0.552,0,0,9862,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.863229029,-10998
rs0792,0.01,0.30842,0.02,0.01,0.47,0.05,16.74,0.09,-99,20.5,0.04,2.0038729,0.06,2.23,1.23,0.12,184.60703,0.07,-99,-99,2.49,18.71,17.4,18.33,0.493599,1.67037,0,-99,18.14,0.78,0.22,5.35,-99,0.03,2.69182,3.53185,1.51505,1.32987,8.15,-99,6555.9,-99,0.04,-16.6,2.51041,17.93,0.22,0.03,0.14,6555.9,0.25,-99,0.04,16.41,19.67,0,1.23765E+18,-999,-999,-999,-999,1.0014,1.0373,0.21659,0,1,-999,-999,5.87726E+17,0.77071,-999,-999,-999,-999,1.23765E+18,0,8.37,0,0.059149187,7.95122528,8.38621,0.070214003,8.05,-99,-99,ECO13712,-99,-999,E,541385000,0,0,0,0,0.027167,0,0.0272,0,0,1,0,ALFALFA,0,0,0,0,1,0,-16.5951,0,0,10.8624,1,10.5949,1,0,1,8.585,9559,8.15,0,0,0,1.34192,1.3087,8.15,0,0,0,0,0,0,0,1.30341,1.14671,2.17599,2.05198,-16.9406,2.92456,0.170483,1.04307,0.274124,0,0.1927,0,0,8.585,184.607,2.0038,0,0,9863,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.299308866,-10998
rs0793,0.01,0.291437,0.02,0.01,0.13,0.04,13.94,0.07,13.56,17.98,0.03,4.3069469,0.12,0.13,0.23,0.09,184.62521,0.05,1.03,14.5,8.32,16.04,14.92,15.66,0.448835,1.4995,-0.01,-99,15.43,0.88,0.16,17.65,-99,0.05,2.55764,3.298,1.50698,1.34958,9.09,-99,5615.32,-99,0.02,-18.91,2.23986,15.06,0.17,0.02,0.07,5620.2,0.02,0.17,0.02,14,17.2,1,1.23766E+18,0.0817004,22.3434,9.50282E+17,0.5875,1.4322,1.6606,1.2943,0,1,16.0627,23.7358,5.88011E+17,0.881608,2.3779E+17,0.6859,9.50282E+17,0.1736,1.23766E+18,0,9.25,0,0.24032856,7.96208286,8.97025,0.33571727,8.97,-99,1.04636,ECO10254,1.01674,8,L,666987000,0.0656729,0,0,103.522,0.0163305,5.52389,0.0136,6.73583,0,0,0,GBT,44197600,0,79.5371,0.143515,1,0,-18.8968,0,0,11.1569,1,11.1979,1.14169,0,1,9.3445,7881,9.1125,0,0,0,0.518668,0.515249,9.09,1,?,0,1,0,0,1000000,1.3945,1.39755,2.40817,2.11063,-18.9787,3.12429,0.249708,1.26337,0.383883,0,0.1445,0,0,9.325,184.625,4.3068,11.19,11.61,7890,11.09,1,10.96,11.03,26405,3.67,10.96,0,3.29,1,14890,11.18,10.96,0,-10998,2.352990248,-10998
rs0794,0.01,0.345867,0.02,0.01,0.26,0.05,15.06,0.1,14.28,19.3,0.04,0.013344986,0.12,0.23,0.17,0.13,184.62739,0.07,0.3,15.88,4.01,17.42,16.28,16.99,0.529772,1.63822,-0.05,14.67,16.77,0.86,0.24,7.45,0.47,0.02,2.66306,3.42366,1.55462,1.37072,8.75,-99,6248.62,-99,0.02,-17.82,2.39882,16.6,0.24,0.03,0.08,6229.1,0.03,0.23,0.03,15.25,18.46,1,1.23765E+18,0.467762,8.7345,3.23308E+17,0.8645,1.0227,1.0296,0.84173,0,1,8.7342,8.7342,5.87723E+17,0.861203,8.10068E+16,0.7019,3.23308E+17,0.998,1.23765E+18,0,8.93,0,0.11640887,8.01881504,8.7621,0.13671999,8.61,-99,-99,ECO07228,1.10623,-2,L,413016000,0.0885637,0,0,123.07,0.00437918,5.44355,0.0092,3.97224,0,0,0,GBT,49500500,0,115.356,-0.0641133,1,0,-17.825,0,0,11.0119,1,10.9869,1.30268,0,1,9.0505,5871,8.7425,0,0,0,0.289914,0.28986,8.75,0,?,0,0,0,0,0,1.47603,1.36763,2.41842,2.20246,-17.9517,3.14485,0.276735,1.21913,0.425243,19.5928,0.2099,0.0937,0,9.045,184.627,0.0133,10.97,10.82,5880,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.558267924,-10998
rs0795,0.01,0.253979,0.02,0.01,-99,0.04,-99,0.08,-99,19.74,0.03,3.0269937,0.09,-99,-99,0.11,184.66696,0.06,-99,-99,4.98,17.91,-99,17.6,0.422951,1.63659,0.02,-99,17.45,0.79,0.19,13.49,-99,0.04,2.62936,3.5122,1.41572,1.24675,8.37,-99,6546.73,-99,0.08,-17.29,2.51943,17.17,0.2,0.02,0.15,6498.1,0.08,-99,0.03,-99,18.63,0,1.23765E+18,-999,-999,5.83377E+17,-999,0.1081,0.13056,0.092165,0,1,-999,-999,5.87726E+17,0.784049,1.46029E+17,-999,5.83377E+17,-999,1.23765E+18,0,8.55,0,0.098339728,7.78863144,8.66784,0.12063509,8.29,-99,-99,ECO12888,-99,-999,L,1265570000,0.246511,0,1113110000,0,0.104236,13.9981,-99,3.67457,1,0,1148360000,ALFALFA,185265000,114178000,100.801,-0.168974,3,0.182,-20.8526,11.48,74.06,11.7839,0,11.8049,1.58687,0.024,4,10.4255,1299,10.3195,12.65,102.69,12.47,2.3257,2.29299,8.37,0,0,0,0,0,0,0,1.372,1.15652,2.26178,2.18661,-17.5434,3.07639,0.15675,1.04653,0.266735,0,0.1684,0,0,8.845,184.728,2.99924,11.81,12.15,1308,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.096230786,-10998
rs0796,0.01,0.221375,0.02,0.01,0.82,0.05,16.79,0.08,14.07,20.06,0.03,2.0995813,0.15,4.59,1.07,0.11,184.69862,0.06,2.88,-99,8.02,18.27,17.25,17.84,0.34824,1.38204,-0.01,13.99,17.73,0.5,0.2,17.26,1.92,0.07,2.40762,3.16816,1.37382,1.24696,8.17,-99,6526.5,-99,0.04,-17.07,2.14257,17.81,0.21,0.03,0.53,6526.5,0.08,-99,0.04,16.96,19.3,0,1.23765E+18,-999,-999,-999,-999,0.97447,1.1481,0.21562,0,1,-999,-999,5.87726E+17,0.574375,-999,-999,-999,-999,1.23765E+18,0,8.33,0,0.052336694,6.95916033,8.72917,0.067699817,8.07,-99,-99,ECO13713,-99,-999,L,641396000,0,0,0,0,0.0593363,0,0.1855,0,0,1,0,ALFALFA,0,0,0,0,1,0,-17.0678,0,0,10.8659,1,10.7903,1,0,1,8.825,9560,8.17,0,0,0,2.24191,2.25245,8.17,0,0,0,0,0,0,0,1.23652,1.23139,2.20571,1.95966,-17.1056,2.92885,0.167753,1.13695,0.262194,0,0.1776,0,0,8.835,184.699,2.0997,0,0,9864,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.299308866,-10998
rs0797,0.01,0.60117,0.02,0.01,-99,0.04,-99,0.08,11.61,18.36,0.03,3.0143984,0.02,-99,-99,0.11,184.72249,0.06,0.24,12.84,4.99,15.34,-99,14.66,0.915522,2.33942,0.03,12.1,14.32,0.44,0.19,16.14,0.07,0.02,3.71014,4.67706,2.28624,1.97189,10.07,-99,6546.73,-99,0.02,-20.26,3.30635,14.07,0.2,0.02,0.03,6579.2,0.05,0.85,0.02,-99,16.73,1,1.23765E+18,-999,-999,5.83378E+17,-999,0.04721,0.093315,0.036172,0,1,-999,-999,5.87726E+17,0.447202,1.46029E+17,-999,5.83378E+17,-999,1.23765E+18,0,10.21,0,0.75686797,9.61790752,9.59096,2.2769433,9.91,1.13686,1.19633,ECO03496,1.17973,0,E,3439900000,0,0,557003000,0,0.0116389,11.8318,0.0078,4.32406,1,0,2785010000,ALFALFA,229327000,300050000,231.326,0,3,0.182,-20.8526,11.48,74.06,11.7839,1,11.8049,1.18123,0.024,4,10.4255,1299,10.3195,12.65,102.69,12.47,0.135349,0.1205,10.09,1,0,1,0,100,0,0,1.91319,1.74893,3.0334,2.79868,-20.6188,3.91889,0.404476,1.52468,0.628719,0,0.1681,0,0,10.185,184.728,2.99924,11.81,12.15,1308,11.33,1,11.2,11.76,21362,3.95,11.33,0,3.85,1,11224,11.78,11.2,0,0,0.036682542,0
rs0798,0.01,0.579155,0.02,0.01,-99,0.04,-99,0.08,12.2,18.83,0.03,2.9923325,0.02,-99,-99,0.11,184.72302,0.06,0.33,13.03,5.05,15.77,-99,15.13,0.875101,2.19431,0,12.77,14.81,0.57,0.19,17.75,0.18,0.02,3.52134,4.43082,2.20214,1.90619,9.85,-99,6546.73,-99,0.02,-19.76,3.10379,14.56,0.19,0.02,0.05,6476.1,0.11,0.49,0.02,-99,17.08,1,1.23765E+18,-999,-999,5.8338E+17,-999,0.035606,0.10773,0.024311,0,1,-999,-999,5.87726E+17,0.652097,1.46029E+17,-999,5.8338E+17,-999,1.23765E+18,0,9.97,0,0.43935348,9.46480751,9.18483,0.9208302,9.67,1.14138,1.09822,ECO10119,1.14561,-0.5,E,3332940000,0,0,1972100000,0,0.101228,6.14259,0.0446,4.32406,1,0,2539300000,ALFALFA,222196000,217286000,158.443,0,3,0.182,-20.8526,11.48,74.06,11.7839,0,11.8049,1.13366,0.024,4,10.4255,1299,10.3195,12.65,102.69,12.47,0.126322,0.118167,9.87,1,0,1,0,100,0,0,1.81692,1.73028,2.9267,2.65098,-20.0882,3.76076,0.404314,1.5141,0.620501,0,0.1672,0,0,9.935,184.728,2.99924,11.81,12.15,1308,11.33,1,11.2,11.76,21362,3.95,11.33,0,3.85,1,11224,11.78,11.2,0,2,0.027594325,3
rs0799,0.01,0.332483,0.02,0.01,-99,0.04,-99,0.08,-99,19.87,0.03,2.9906479,0.13,-99,-99,0.11,184.73958,0.06,-99,15.7,6.17,17.75,-99,17.37,0.53874,1.8036,0.04,-99,17.17,0.4,0.19,16.22,-99,0.04,2.91583,3.82763,1.65098,1.44472,8.57,-99,6546.73,-99,0.04,-17.54,2.7154,16.76,0.19,0.02,0.13,6542.2,0.17,0.32,0.04,-99,18.85,1,1.23765E+18,-999,-999,5.8339E+17,-999,0.046944,0.13145,0.02456,0,1,-999,-999,5.87726E+17,0.483746,-999,-999,5.8339E+17,-999,1.23765E+18,0,8.79,0,0.11241162,7.77088547,8.80621,0.16319712,8.47,-99,-99,ECO00775,1.15867,11,L,3401320000,0,0,1925190000,0,0.0502456,12.4994,0.0454,4.32406,1,0,1925190000,ALFALFA,226755000,171151000,231.326,0,3,0.182,-20.8526,11.48,74.06,11.7839,0,11.8049,1.35435,0.024,4,10.4255,1299,10.3195,12.65,102.69,12.47,1.6661,1.42073,8.59,1,0,0,1,0,0,100000,1.41838,1.26858,2.37751,2.2332,-17.9202,3.19232,0.18894,1.14807,0.309454,0,0.1672,0,0,9.005,184.728,2.99924,11.81,12.15,1308,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.027594325,0
